Diet_type,Cuisine_type,Protein(g),Carbs(g),Fat(g),Cluster
asian,mexican,38.98,7.449999999999989,80.07,1
asian,italian,146.22,58.28,151.35,3
asian,chinese,61.29,43.43000000000001,75.34,3
asian,mexican,87.04,24.120000000000005,123.81,1
asian,italian,315.23,34.66,147.1,3
asian,american,12.980000000000004,10.189999999999998,207.76,0
asian,american,138.32,59.75,342.99,0
asian,american,46.48,11.72999999999999,60.67,0
asian,french,120.91,573.8,494.62,3
asian,american,225.51,115.2,60.91,0
asian,french,54.78,110.72,192.3,3
asian,british,22.82,10.919999999999987,139.25,0
asian,italian,65.96,38.66000000000001,73.02,3
asian,mexican,46.45,79.45,75.1,1
asian,middle eastern,80.7,32.889999999999986,123.75,1
asian,mexican,176.8,10.240000000000009,92.62,1
asian,mediterranean,14.019999999999996,39.97999999999999,29.53,1
asian,nordic,4.790000000000006,22.28,108.66,2
asian,french,86.97,9.530000000000001,110.61,3
asian,american,273.02,47.05,450.31,4
asian,italian,168.26,44.33,138.35,3
asian,american,49.44,135.19,60.36,0
asian,american,30.879999999999995,46.40000000000002,127.99,0
asian,mexican,21.590000000000003,103.56,118.8,1
asian,american,83.66,58.74000000000002,285.17,0
asian,mexican,155.71,37.09,176.53,1
asian,american,36.24,5.409999999999997,25.980000000000004,0
asian,french,79.29,120.71,91.06,3
asian,italian,109.02,41.520000000000024,108.35,3
asian,american,2.049999999999997,12.680000000000007,89.18,0
asian,central europe,420.57,63.03999999999999,240.59999999999997,3
asian,mexican,262.5,116.17,319.91,7
asian,american,52.28,29.909999999999997,124.92,0
asian,italian,199.82,51.36,148.43,3
asian,south east asian,273.63,62.25,136.67,2
asian,mediterranean,132.42,21.870000000000005,69.28,1
asian,french,0.7399999999999949,9.210000000000008,108.4,3
asian,french,266.86,50.52000000000001,323.19,3
asian,american,224.0,4.689999999999998,181.41,0
asian,italian,85.1,38.27000000000001,146.3,3
asian,american,45.87,32.41,102.19,0
asian,american,82.78,137.32,228.07,0
asian,american,106.42,61.05,175.46,0
asian,chinese,48.45,52.66,88.21,3
asian,mexican,50.7,47.629999999999995,122.37,1
asian,american,64.53,66.96,87.66,0
asian,french,335.26,33.16,444.27,3
asian,american,492.67,12.780000000000001,404.5,4
asian,middle eastern,7.099999999999994,42.829999999999984,41.67,1
asian,italian,90.86,130.47,428.13,3
asian,american,15.460000000000008,144.09,64.19,0
asian,american,15.289999999999992,37.36,97.5,0
asian,american,90.25,53.71000000000002,192.45,0
asian,french,136.74,18.569999999999993,195.65,3
asian,american,55.64999999999999,41.770000000000024,99.24,0
asian,american,112.74,71.89,24.189999999999998,0
asian,mediterranean,77.03,27.55000000000001,85.24,1
asian,italian,190.8,64.39,216.6,3
asian,south east asian,8.289999999999992,44.36999999999999,63.96,2
asian,american,56.73,63.31999999999999,143.25,0
asian,american,251.34,85.55,419.16,4
asian,south american,180.55,33.49000000000001,130.18,2
asian,french,147.45,52.420000000000016,281.67,3
asian,french,22.78,76.66,101.11,3
asian,american,213.89,91.92,69.02,0
asian,french,78.66,121.92,79.18,3
asian,american,113.43,42.360000000000014,361.84,0
asian,middle eastern,35.71,29.64,53.59,1
asian,american,80.1,7.189999999999998,68.05,0
asian,mediterranean,27.57999999999999,75.5,36.769999999999996,1
asian,italian,90.79,24.769999999999996,128.9,3
asian,american,32.13,102.8,227.02,0
asian,american,2.769999999999996,7.0800000000000125,134.38,0
asian,french,177.02,29.230000000000004,288.14,3
asian,american,144.95,89.92,248.64999999999998,0
asian,british,63.54,17.379999999999995,50.489999999999995,0
asian,indian,66.63,14.210000000000008,79.56,3
asian,american,118.42,18.610000000000014,262.26,0
asian,american,119.3,31.470000000000013,294.26,0
asian,american,213.09,123.92,306.16,0
asian,nordic,92.56,23.409999999999997,58.4,2
asian,american,57.66,66.58,351.17,0
asian,british,183.61,57.84,84.55,0
asian,american,24.40999999999999,10.180000000000007,53.51,0
asian,italian,129.07,33.43000000000001,145.31,3
asian,italian,217.33,51.8,278.81,3
asian,italian,217.65,84.99,388.93,3
asian,british,8.170000000000002,7.259999999999991,6.049999999999997,0
asian,chinese,42.65,13.860000000000014,93.35,3
asian,south east asian,220.94,520.75,207.98,2
asian,american,165.77,42.28999999999999,88.2,0
asian,american,104.29,77.81,300.87,0
asian,nordic,98.41,24.980000000000004,21.260000000000005,2
asian,american,84.0,31.500000000000014,157.88,0
asian,indian,71.08,24.34999999999998,100.57,3
asian,nordic,62.34,22.75,145.42,2
asian,italian,118.99,74.23,176.92,3
asian,american,225.01,27.620000000000005,283.77,0
asian,mediterranean,94.04,54.020000000000024,69.66,1
asian,french,38.35,90.62,220.18,3
asian,american,85.52,262.71,417.14,4
asian,italian,52.739999999999995,87.16,112.08,3
asian,south east asian,83.53,111.03,132.41,2
asian,american,7.25,14.400000000000006,156.6,0
asian,american,35.870000000000005,36.91,145.82,0
asian,french,17.689999999999998,18.170000000000016,33.66,3
asian,american,21.419999999999995,68.67,347.44,0
asian,french,36.67,6.72999999999999,34.89999999999999,3
asian,american,128.64,46.61,177.76,0
asian,american,18.849999999999994,46.91,35.38000000000001,0
asian,mediterranean,202.38,73.21,80.26,1
asian,nordic,132.98,16.47,173.98,2
asian,french,32.77,37.71000000000001,89.68,3
asian,american,4.890000000000001,11.330000000000013,30.89999999999999,0
asian,french,36.91,126.07,197.27,3
asian,american,135.31,231.2,911.26,4
asian,american,26.979999999999997,5.030000000000001,36.3,0
asian,nordic,95.74,15.590000000000003,108.51,2
asian,japanese,197.3,27.950000000000017,142.2,3
asian,american,31.060000000000002,12.900000000000006,70.07,0
asian,french,177.14,26.539999999999978,175.12,3
asian,french,45.52,14.650000000000006,64.04,3
asian,french,26.34000000000001,7.22999999999999,36.07000000000001,3
asian,italian,151.43,229.41,179.32,3
asian,central europe,320.2,85.31,765.52,4
asian,american,94.91,66.22,138.39,0
asian,french,7.260000000000005,6.199999999999989,139.42,3
asian,american,8.909999999999997,39.97999999999999,74.67,0
asian,american,21.549999999999997,65.36,14.959999999999994,0
asian,american,25.320000000000007,49.459999999999994,112.54,0
asian,italian,29.480000000000004,34.96000000000001,231.05,3
asian,american,38.76,27.349999999999994,94.59,0
asian,middle eastern,241.19,46.91,300.87,7
asian,french,63.06,31.86,166.3,3
asian,mediterranean,431.02,61.47999999999999,279.11,7
asian,chinese,68.24,19.75999999999999,38.39999999999999,3
asian,chinese,89.63,42.47,128.53,3
asian,mexican,67.6,35.56999999999999,136.47,1
asian,british,37.71,19.789999999999992,163.49,0
asian,american,105.8,109.7,81.26,0
asian,american,23.700000000000003,43.780000000000015,214.12,0
asian,french,9.760000000000005,51.84,176.13,3
asian,italian,84.77,53.03,158.48,3
asian,eastern europe,132.31,26.159999999999997,181.38,3
asian,american,191.85,70.7,172.74,0
asian,italian,124.29,29.700000000000003,168.16,3
asian,italian,65.89,89.94,142.27,3
asian,american,2.180000000000007,13.719999999999999,22.67,0
asian,american,124.23,8.240000000000009,177.52,0
asian,american,570.28,162.39,297.48,4
asian,american,172.37,55.88000000000001,201.08,0
asian,american,210.23,44.42,276.8,0
asian,american,50.79,121.09,239.93,0
asian,italian,43.03,160.97,245.95999999999998,3
asian,american,115.83,20.78,209.13,0
asian,american,24.560000000000002,67.07,93.94,0
asian,french,7.930000000000007,7.569999999999993,139.89,3
asian,mexican,47.46,31.33,100.33,1
asian,french,188.45,29.819999999999993,194.79,3
asian,chinese,49.94,15.930000000000007,40.33,3
asian,mediterranean,52.59,41.64999999999999,251.39999999999998,1
asian,italian,153.39,40.879999999999995,214.66,3
asian,italian,162.32,55.349999999999994,243.42,3
asian,american,131.66,30.75999999999999,202.26,0
asian,american,4.170000000000002,126.79,18.820000000000007,0
asian,nordic,119.66,57.89,242.72,2
asian,south american,31.240000000000002,114.41,19.939999999999998,2
asian,italian,99.78,20.24000000000001,87.74,3
asian,mexican,79.12,65.39,138.15,1
asian,mediterranean,12.25,32.96000000000001,14.570000000000007,1
asian,british,66.03,16.079999999999984,50.209999999999994,0
asian,american,128.51,104.27,25.429999999999993,0
asian,american,68.83,5.530000000000001,98.26,0
asian,nordic,175.89999999999998,21.939999999999998,276.35,2
asian,mexican,140.76,46.67999999999999,196.07,1
asian,american,5.049999999999997,25.460000000000008,27.730000000000004,0
asian,french,285.67,73.91,181.25,3
asian,italian,110.12,44.45,220.02,3
asian,italian,227.07,34.739999999999995,269.1,3
asian,british,17.450000000000003,42.50999999999999,77.14,0
asian,italian,82.19,47.81999999999999,150.11,3
asian,american,24.310000000000002,39.47,49.81,0
asian,south east asian,72.13,329.13,173.05,2
asian,italian,131.04,20.47,154.99,3
asian,mediterranean,55.94,29.11,42.980000000000004,1
asian,british,17.36,31.700000000000003,36.39999999999999,0
asian,italian,250.23,41.749999999999986,93.5,3
asian,american,106.71,112.87,498.58,4
asian,nordic,98.78,20.25999999999999,109.87,2
asian,american,16.549999999999997,53.02000000000001,125.8,0
asian,american,128.8,116.32,307.62,0
asian,american,46.36,88.44,296.04,0
asian,american,31.96999999999999,63.83,198.52,0
asian,mediterranean,41.52,92.24000000000001,171.62,1
asian,chinese,132.13,277.41,62.27,3
asian,mediterranean,8.39,48.510000000000005,55.709999999999994,1
asian,british,226.77,46.16000000000001,146.65,0
asian,world,1.8100000000000023,28.299999999999997,0.8100000000000023,2
asian,british,12.530000000000001,14.740000000000009,36.95,0
asian,italian,59.73,32.91999999999999,71.87,3
asian,british,6.510000000000005,18.22999999999999,25.060000000000002,0
asian,mexican,118.81,13.060000000000002,116.16,1
asian,italian,32.18,37.900000000000006,17.209999999999994,3
asian,british,112.87,62.46000000000001,50.88000000000001,0
asian,italian,19.659999999999997,19.02000000000001,50.10000000000001,3
asian,american,102.57,17.28,179.68,0
asian,chinese,19.480000000000004,29.849999999999994,55.779999999999994,3
asian,british,49.5,30.099999999999994,109.97,0
asian,british,60.68,38.079999999999984,99.19,0
asian,american,75.96,9.099999999999994,78.4,0
asian,mediterranean,110.29,85.73,194.24,1
asian,mediterranean,69.75,79.3,121.41,1
asian,italian,184.18,12.710000000000008,98.31,3
asian,american,161.85,79.83,276.87,0
asian,american,163.68,38.99000000000002,177.36,0
asian,american,51.9,75.76,181.53,0
asian,american,185.17,29.599999999999994,71.86,0
asian,american,40.48,32.670000000000016,34.709999999999994,0
asian,american,478.31000000000006,27.98999999999998,717.47,4
asian,american,324.98,105.18,323.29,4
asian,italian,93.63,61.71000000000001,187.39,3
asian,american,172.88,76.16,257.67,0
asian,american,82.93,10.5,176.6,0
asian,italian,8.129999999999995,44.53,62.07,3
asian,italian,104.0,144.34,186.68,3
asian,american,32.18,3.9499999999999886,14.989999999999995,0
asian,american,97.91,79.24,187.06,0
asian,mexican,114.4,72.09,218.99,1
asian,american,6.609999999999999,32.74000000000001,26.67,0
asian,italian,59.870000000000005,8.27000000000001,115.24,3
asian,french,54.28,32.5,151.42,3
asian,british,20.43,70.24,205.65,0
asian,south american,93.65,8.960000000000008,64.49,2
asian,american,63.39,138.63,234.16,0
asian,south east asian,89.67,32.44,105.26,2
asian,american,325.28,30.370000000000005,153.51,0
asian,french,315.49,8.650000000000006,311.39,3
asian,british,65.22,42.11,180.0,0
asian,italian,18.060000000000002,40.329999999999984,103.34,3
asian,british,51.28,6.1299999999999955,99.19,0
asian,italian,5.909999999999997,75.3,169.73,3
asian,american,320.1,116.95,136.22,0
asian,american,276.4,58.43000000000001,230.98,0
asian,british,34.91,37.2,21.840000000000003,0
asian,american,45.96,61.58,160.76,0
asian,mediterranean,281.57,261.91,512.6,7
asian,american,12.25,54.31,30.22,0
asian,american,6.909999999999997,16.879999999999995,83.05,0
asian,french,58.66,192.51,118.08,3
asian,mexican,197.45999999999998,46.499999999999986,116.63,1
asian,american,185.39,26.710000000000022,227.55,0
asian,french,54.44,10.680000000000007,46.53,3
asian,american,69.99,144.48,236.68,0
asian,italian,33.92,34.2,67.44,3
asian,central europe,36.97,39.12000000000002,87.22,0
asian,italian,139.89,240.56,195.19,3
asian,american,13.569999999999993,39.67,43.91,0
asian,french,158.17,141.1,294.22,3
asian,nordic,51.56999999999999,14.800000000000011,64.0,2
asian,british,57.47,377.19,328.13,4
asian,american,170.91,26.060000000000002,235.09,0
asian,south american,108.95,2.930000000000007,32.08,2
asian,caribbean,113.94,18.22999999999999,217.03,0
asian,american,137.45,27.930000000000007,167.71,0
asian,french,36.81,110.46,154.97,3
asian,italian,288.53,80.47,314.77,3
asian,italian,11.460000000000008,27.52000000000001,84.72,3
asian,chinese,150.08,16.639999999999986,65.35,3
asian,french,53.12,73.19,213.66,3
asian,american,67.87,92.06,253.90999999999997,0
asian,american,19.700000000000003,7.740000000000009,38.36,0
asian,chinese,22.160000000000004,14.919999999999987,26.790000000000006,3
asian,south east asian,136.14,88.31,173.2,2
asian,chinese,133.39,42.640000000000015,74.11,3
asian,french,23.959999999999994,29.75,198.68,3
asian,american,49.36,85.59,132.62,0
asian,french,314.0,21.420000000000016,281.38,3
asian,mediterranean,2.019999999999996,7.449999999999989,46.269999999999996,1
asian,south american,13.120000000000005,43.43000000000001,45.06,2
asian,middle eastern,13.099999999999994,70.58,1.7800000000000011,1
asian,mediterranean,29.68,29.92,10.489999999999995,1
asian,south american,53.93,28.19999999999999,92.82,2
asian,french,47.32,67.02,110.74,3
asian,french,106.32,105.68,180.41,3
asian,american,38.35,93.45,389.26,0
asian,french,18.510000000000005,9.349999999999994,32.540000000000006,3
asian,american,114.36,5.289999999999992,97.18,0
asian,south east asian,172.75,18.900000000000006,82.14,2
asian,american,243.39,72.42,346.65,0
asian,mexican,162.87,41.499999999999986,91.85,1
asian,italian,13.560000000000002,82.23,30.980000000000004,3
asian,mediterranean,74.08,94.95000000000002,145.35,1
asian,american,53.94,167.33,224.97,0
asian,italian,306.99,25.950000000000003,216.65,3
asian,french,12.439999999999998,36.18000000000001,143.93,3
asian,french,117.72,21.44999999999999,114.73,3
asian,british,35.62,90.72,63.23,0
asian,american,24.03,87.75,262.5,0
asian,south american,241.71,22.97999999999999,252.72999999999996,2
asian,french,119.77,16.590000000000003,120.99,3
asian,italian,7.549999999999997,1.490000000000009,126.42,3
asian,french,184.47,79.17,335.24,3
asian,eastern europe,39.39,4.8799999999999955,69.2,3
asian,japanese,100.37,52.69,64.77,3
asian,british,151.07,19.05000000000001,293.68,0
asian,middle eastern,173.97999999999996,21.25,169.66,1
asian,british,197.35,68.73,287.83,0
asian,british,15.189999999999998,10.340000000000003,25.299999999999997,0
asian,french,17.849999999999994,111.24,298.01,3
asian,french,150.09,58.33,420.32,3
asian,french,88.72,17.210000000000008,196.03,3
asian,american,125.95,93.59,266.94,0
asian,american,70.86,7.97999999999999,100.93,0
asian,mediterranean,39.65,18.22,49.19,1
asian,chinese,156.27,56.12000000000002,210.47,3
asian,american,329.1,126.32,581.0,4
asian,american,35.13999999999999,46.36,97.42,0
asian,italian,129.5,33.88000000000001,262.29,3
asian,american,232.61,80.3,234.1,0
asian,indian,53.04,55.599999999999994,60.83,3
asian,american,111.17,53.31,72.95,0
asian,french,40.86,29.510000000000005,112.5,3
asian,british,86.82,112.26,153.23,0
asian,american,115.63,60.099999999999994,161.99,0
asian,american,1092.0,49.28,313.81,4
asian,american,25.81000000000001,234.3,77.69,0
asian,french,128.37,11.050000000000011,161.84,3
asian,american,58.64,6.4199999999999875,162.47,0
asian,south east asian,93.75,80.88,189.76,2
asian,british,0.23999999999999488,0.9499999999999886,386.46,0
asian,italian,164.03,17.94999999999999,176.27,3
asian,american,98.33,6.680000000000007,74.47,0
asian,american,102.64,36.71000000000002,230.98,0
asian,british,51.15,29.260000000000005,116.43,0
asian,american,110.33,45.41999999999999,209.09,0
asian,french,85.08,34.620000000000005,48.17999999999999,3
asian,british,24.379999999999995,19.47,96.01,0
asian,mexican,37.04999999999999,3.7299999999999898,63.0,1
asian,american,251.8,14.599999999999994,235.28,0
asian,italian,67.87,165.33,251.07999999999998,3
asian,american,10.180000000000007,25.420000000000016,29.310000000000002,0
asian,mexican,82.05,57.0,85.93,1
asian,american,341.59,41.719999999999985,253.56,0
asian,italian,28.810000000000002,31.470000000000013,81.97,3
asian,french,455.0,72.21,444.33,3
asian,american,23.409999999999997,10.490000000000009,70.25,0
asian,american,115.87,29.67,154.88,0
asian,american,8.730000000000004,29.849999999999994,5.769999999999996,0
asian,american,338.74,43.32000000000001,399.95,4
asian,middle eastern,197.21,22.430000000000007,169.76,1
asian,mediterranean,124.2,51.8,296.81,1
asian,american,227.31,27.269999999999996,430.02,0
asian,chinese,166.09,124.39,158.29,3
asian,italian,239.49,58.31,65.29,3
asian,italian,113.22,28.980000000000004,68.25,3
asian,american,136.49,53.8,144.39,0
asian,italian,128.97,82.16,146.26,3
asian,french,152.27,71.6,62.25,3
asian,american,22.21,13.72999999999999,42.8,0
asian,american,291.07,17.53,148.15,0
asian,american,109.7,11.650000000000006,134.41,0
asian,mediterranean,81.75,98.68,140.13,1
asian,south american,76.73,44.47,268.12,2
asian,indian,269.32,88.03,278.36,3
asian,south east asian,138.13,32.209999999999994,210.53,2
asian,american,184.43,58.62000000000002,207.79,0
asian,american,148.04,60.43000000000001,212.34,0
asian,american,55.71,4.860000000000014,41.040000000000006,0
asian,mediterranean,88.5,49.93000000000001,106.59,1
asian,american,133.19,33.45,192.7,0
asian,american,35.96000000000001,137.03,60.51,0
asian,mexican,190.56,57.05000000000001,239.64999999999998,1
asian,south east asian,255.67,97.13,359.99,2
asian,american,145.02,207.35,507.65,4
asian,chinese,55.519999999999996,40.03999999999999,53.65,3
asian,american,55.31,46.34999999999998,45.230000000000004,0
asian,american,111.27,39.74000000000001,87.27,0
asian,mediterranean,3.299999999999997,13.240000000000009,57.69,1
asian,american,224.31,46.31000000000002,271.65,0
asian,french,96.76,19.159999999999997,63.61,3
asian,american,101.03,19.670000000000016,95.98,0
asian,american,41.06,49.81999999999999,206.62,0
asian,french,160.15,189.37,612.58,3
asian,nordic,53.17,5.939999999999998,34.58,2
asian,south american,261.41,43.75999999999998,114.79,2
asian,american,1.5799999999999983,10.389999999999986,22.570000000000007,0
asian,nordic,100.2,30.960000000000008,104.15,2
asian,american,59.9,122.72,232.24,0
asian,american,12.969999999999999,33.400000000000006,44.14999999999999,0
asian,chinese,134.49,45.94000000000001,83.48,3
asian,italian,157.17,63.84,229.46,3
asian,french,24.250000000000007,58.83999999999999,242.0,3
asian,mediterranean,160.26,8.180000000000007,174.45,1
asian,south east asian,118.1,70.22,178.22,2
asian,american,127.3,106.15,219.08,0
asian,american,4.900000000000006,48.95,55.11,0
asian,american,189.01,102.88,274.89,0
asian,mediterranean,128.65,11.210000000000008,155.67,1
asian,central europe,50.26,100.93,27.179999999999993,0
asian,american,60.47,72.4,107.03,0
asian,american,14.11,52.650000000000006,56.69,0
asian,american,253.14,86.4,94.61,0
asian,american,180.13,12.629999999999995,134.44,0
asian,british,125.8,41.11,157.48,0
asian,french,16.950000000000003,58.00999999999999,70.58,3
asian,italian,52.67,21.360000000000014,49.83,3
asian,american,10.939999999999998,16.47999999999999,169.72,0
asian,mexican,88.18,55.099999999999994,173.29,1
asian,italian,203.78,144.66,305.14,3
asian,american,52.28,59.97999999999999,273.09,0
asian,italian,95.67,97.25,191.06,3
asian,french,18.560000000000002,23.319999999999993,118.65,3
asian,japanese,101.88,5.569999999999993,27.28,3
asian,italian,96.71,72.16,111.75,3
asian,mexican,15.170000000000002,7.840000000000003,36.47,1
asian,american,76.43,155.74,250.21999999999997,0
asian,british,49.48,46.709999999999994,202.89,0
asian,nordic,156.7,68.03,160.89,2
asian,mediterranean,27.659999999999997,71.18,25.820000000000007,1
asian,chinese,232.64,63.00999999999999,46.03,3
asian,french,93.03,10.259999999999991,162.68,3
asian,french,29.450000000000003,22.689999999999998,158.24,3
asian,chinese,3.9399999999999977,7.3799999999999955,14.61,3
asian,american,108.19,19.829999999999984,220.57,0
asian,british,12.799999999999997,10.689999999999998,82.27,0
asian,american,134.33,16.430000000000007,171.92,0
asian,south american,229.55,90.35,76.82,2
asian,american,202.77,62.81999999999999,227.46,0
asian,middle eastern,176.06,97.47,184.35,1
asian,mexican,89.43,47.16,106.19,1
asian,american,131.1,36.31000000000002,31.61,0
asian,american,28.40999999999999,3.9499999999999886,81.41,0
asian,american,114.22,141.2,294.77,0
asian,italian,766.99,41.28999999999998,287.59,7
asian,american,13.480000000000004,34.39,44.040000000000006,0
asian,chinese,156.32,179.87,64.86,3
asian,american,2.930000000000007,26.019999999999996,29.019999999999996,0
asian,mediterranean,5.209999999999994,12.02000000000001,13.929999999999993,1
asian,american,92.13,110.8,264.5,0
asian,american,57.88,40.870000000000005,72.68,0
asian,american,295.13,8.259999999999991,159.48,0
asian,nordic,106.95,10.400000000000006,128.73,2
asian,american,4.319999999999993,40.55,30.39999999999999,0
asian,asian,57.42999999999999,33.95,53.48,0
asian,american,19.770000000000003,76.72,45.05,0
asian,french,219.27,47.00999999999999,566.84,3
asian,american,106.98,76.95,106.47,0
asian,american,13.430000000000007,30.379999999999995,29.870000000000005,0
asian,american,116.4,108.63,148.25,0
asian,italian,219.29,29.049999999999997,302.26,3
asian,american,439.53,51.040000000000006,372.3,4
asian,mediterranean,99.82,31.719999999999985,29.53,1
asian,american,137.9,46.55999999999999,80.18,0
asian,american,84.62,30.05000000000001,163.5,0
asian,american,188.74,22.870000000000005,217.86,0
asian,mediterranean,2.6599999999999966,19.090000000000003,109.09,1
asian,american,33.79,44.650000000000006,183.53,0
asian,french,297.22,50.44999999999999,301.39,3
asian,mediterranean,5.060000000000002,21.210000000000008,19.519999999999996,1
asian,french,71.79,35.120000000000005,138.53,3
asian,american,34.63,48.42,184.27,0
asian,mediterranean,348.25,20.349999999999994,322.36,7
asian,american,8.269999999999996,42.17,1.0799999999999983,0
asian,american,139.58,32.11,136.32,0
asian,mediterranean,113.65,12.879999999999995,221.16,1
asian,american,0.0,0.44999999999998863,218.0,0
asian,american,40.95,12.419999999999987,74.19,0
asian,asian,171.31,285.58,77.14,0
asian,italian,96.92,47.94999999999999,231.94,3
asian,south east asian,99.21,50.599999999999994,44.64999999999999,2
asian,american,142.56,10.099999999999994,171.38,0
asian,american,66.68,45.64,31.42,0
asian,american,21.429999999999993,49.020000000000024,245.95999999999998,0
asian,american,149.54,21.900000000000006,110.64,0
asian,american,23.480000000000004,6.110000000000014,53.51,0
asian,chinese,127.05,39.09000000000002,61.23,3
asian,chinese,55.56,22.349999999999994,61.89,3
asian,french,65.94,23.159999999999997,110.41,3
asian,french,143.67,18.129999999999995,200.66,3
asian,south american,139.86,76.81,135.28,2
asian,american,184.97000000000003,22.689999999999998,183.99,0
asian,american,169.12,30.039999999999992,230.99,0
asian,world,1.1299999999999955,41.10000000000001,11.310000000000002,2
asian,chinese,77.35,14.080000000000013,103.7,3
asian,indian,204.39,59.2,354.32,3
asian,french,35.07,72.95,78.1,3
asian,italian,153.22,37.25999999999999,235.3,3
asian,american,3.75,1.259999999999991,6.929999999999993,0
asian,french,109.86,35.359999999999985,164.8,3
asian,italian,50.36,24.700000000000003,43.33,3
asian,american,231.23,17.19999999999999,298.63,0
asian,american,28.940000000000005,131.03,133.98,0
asian,american,5.659999999999997,13.219999999999999,17.28,0
asian,chinese,74.91,92.07,55.57,3
asian,nordic,656.95,13.25,501.19,7
asian,american,11.340000000000003,29.010000000000005,75.19,0
asian,american,285.5,115.26,126.23,0
asian,american,122.72,1.6100000000000136,39.47,0
asian,italian,108.02,12.960000000000008,151.9,3
asian,italian,34.81,20.430000000000007,18.950000000000003,3
asian,american,4.019999999999996,19.879999999999995,20.85000000000001,0
asian,chinese,242.32,149.7,68.24,3
asian,italian,114.37,32.889999999999986,177.04,3
asian,american,159.54,77.39,69.35,0
asian,american,62.39,153.83,158.72,0
asian,british,43.48,102.28,134.1,0
asian,mediterranean,49.88,13.969999999999999,18.070000000000007,1
asian,mediterranean,95.51,45.44999999999999,74.93,1
asian,south east asian,211.52,246.0,397.35,2
asian,american,48.87,17.02000000000001,57.69,0
asian,italian,141.3,117.92,276.21,3
asian,italian,220.23,57.19,115.84,3
asian,british,211.65,96.02000000000001,237.49,0
asian,french,194.45,33.00999999999999,170.3,3
asian,nordic,167.82,12.789999999999992,85.36,2
asian,italian,2.049999999999997,7.75,11.340000000000003,3
asian,american,313.07,12.349999999999994,114.87,0
asian,british,6.400000000000006,13.740000000000009,40.33,0
asian,american,242.35,156.35,111.04,0
asian,american,16.180000000000007,35.56999999999999,187.88,0
asian,american,108.39,291.76,97.26,0
asian,south east asian,31.54,151.04,285.54,2
asian,french,45.28,19.439999999999998,29.659999999999997,3
asian,american,342.17,18.789999999999992,96.14,0
asian,american,235.37,21.22,126.31,0
asian,american,77.09,187.62,56.07,0
asian,italian,125.05,28.72,160.02,3
asian,italian,4.569999999999993,13.590000000000003,29.47,3
asian,french,120.27,368.37,341.92,3
asian,american,57.870000000000005,29.67,284.12,0
asian,american,286.43,23.909999999999997,262.67,0
asian,italian,33.03999999999999,54.69,37.790000000000006,3
asian,asian,209.08999999999997,30.180000000000007,107.41,0
asian,italian,118.21,93.01,118.82,3
asian,american,13.159999999999997,17.920000000000016,12.790000000000006,0
asian,french,216.64,76.64,396.84,3
asian,south american,25.79,30.460000000000008,36.64999999999999,2
asian,american,345.68,67.33,154.08,0
asian,british,216.17,7.210000000000008,76.41,0
asian,asian,309.63,1047.2900000000002,161.25,4
asian,italian,111.85,23.420000000000016,244.27,3
asian,italian,9.5,11.52000000000001,12.530000000000001,3
asian,british,104.27,73.24,126.48,0
asian,french,0.9399999999999977,10.409999999999997,11.079999999999998,3
asian,middle eastern,3.1299999999999955,12.460000000000008,14.099999999999994,1
asian,american,363.53,90.5,491.97,4
asian,italian,105.64,79.35,132.76,3
asian,american,196.46,33.36,214.78,0
asian,american,48.16,47.75999999999999,150.23,0
asian,american,277.07,53.8,262.18,0
asian,american,34.27,20.99000000000001,72.53,0
asian,indian,21.12000000000001,31.11,100.74,3
asian,american,115.23,51.499999999999986,183.16,0
asian,middle eastern,194.51,44.50999999999999,159.21,1
asian,south east asian,11.64,26.010000000000005,19.290000000000006,2
asian,american,3.6899999999999977,19.069999999999993,24.769999999999996,0
asian,british,143.31,31.760000000000005,152.31,0
asian,american,69.25,93.91999999999999,271.34,0
asian,british,262.54,21.819999999999993,293.64,0
asian,american,120.19,5.530000000000001,119.48,0
asian,british,266.77,74.77,375.73,0
asian,nordic,140.39,13.639999999999986,119.4,2
asian,american,25.12000000000001,77.07,436.57,0
asian,american,28.08,9.289999999999992,18.370000000000005,0
asian,mediterranean,50.64,21.610000000000014,63.52,1
asian,american,106.32,58.7,215.74,0
asian,american,42.21,8.189999999999998,84.89,0
asian,american,59.870000000000005,46.37000000000002,100.58,0
asian,american,398.82,45.74000000000001,127.03,0
asian,italian,151.15,101.29000000000002,398.5,3
asian,american,173.6,73.82,208.8,0
asian,italian,147.72,89.22,188.27,3
asian,american,12.689999999999998,171.37,212.24,0
asian,mediterranean,677.22,41.71000000000002,686.9,7
asian,american,112.64,15.780000000000001,98.81,0
asian,american,149.85,46.0,182.67,0
asian,american,2.2099999999999937,14.719999999999999,28.60000000000001,0
asian,american,116.23,192.1,347.33,0
asian,american,130.71,44.36,163.82,0
asian,italian,104.51,28.370000000000005,114.97,3
asian,mexican,57.77,33.730000000000004,80.7,1
asian,american,197.31,65.09,391.43,0
asian,italian,284.3,60.25,99.57,3
asian,south east asian,127.05,39.09000000000002,61.23,2
asian,italian,248.2,64.35,171.14,3
asian,american,107.72,187.02,171.45,0
asian,american,59.870000000000005,20.069999999999993,102.26,0
asian,american,44.44,15.240000000000009,93.04,0
asian,italian,2.5900000000000034,27.920000000000016,16.120000000000005,3
asian,american,12.280000000000001,5.990000000000009,227.86,0
